id;ug_id;ug_sigla;ug_nome;ug_tipo;sequencia_ug;uorg_codigo;uorg_sigla;comissao_designacao;processo_sei;processo_sei_link;bens_acautelados_doc;bens_acautelados_link;relatorios_sgp;relatorio_uorg;relatorio_final_ug;status_fase;data_limite_cautela;data_limite_final
194;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;33;131326;JURÍDICO;;08016.021373/2026-02;;;;SGP;;;EM_RELATORIO;2026-08-31;2026-11-30
195;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;34;131528;SALA DA DISED;;08016.021498/2026-24;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774862&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=9208125c27fc45a4dd328ca4f04acc76464ee34bd4c5945af4158dd877e2d4e1;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
196;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;35;131327;NEOP;;08016.021506/2026-32;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775169&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=1fed811c907b0de18ec4bf5e9ae415a2408004307d488a0e6d255874c1fc87fc;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
197;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;36;131329;ATIC;;08016.021313/2026-81;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41762243&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=0489e285a3a60a9a92af7442438a0e0b070209e4dbafce0e6cd978e1c3a572e4;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
198;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;37;131529;VIVÊNCIA ALFA;;08016.021497/2026-80;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774845&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=770a16f4d0a98549a3cb7dd160b253bbb25fd436e084867c9836460083614219;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
199;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;38;131331;CODIP;;08016.021505/2026-98;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775108&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=229f34051ee99998c6d6f93aa87921ff47513676b192325551ad565439f20bb8;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
200;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;39;131530;VIVÊNCIA BRAVO;;;;;;;;;PENDENTE_INICIAL;2026-08-31;2026-11-30
201;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;40;131332;NUCOR;;08016.021319/2026-59;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41762497&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=1024667827b9a13ba87333c91cee94e80e86e391fa0a196fd2b5407e717721a5;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
202;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;41;131531;VIVÊNCIA CHARLIE;;08016.021479/2026-06;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774259&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=6720764fec2fffe3706fad881f4902034f7a5df12fc7f22f0c9f4a39b4585f59;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
203;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;42;131333;AUDITÓRIO;;08016.021504/2026-43;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775031&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=8d97ace5279a971c13a723517d0cf3d186992732166d2f679ed7d747a63cbd9a;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
204;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;43;131532;VIVÊNCIA DELTA;;08016.021340/2026-54;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41764688&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=cc01a2654db973be6f8f1cebd804097971cd5aa419c1c6f530be65667bf62be6;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
205;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;44;131533;ARMARIA;;08016.021336/2026-96;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41764547&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=52370fc551af61ad0ee8657e93e95a26667126a997f87104ee6100c34979a585;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
206;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;45;131336;SALA DESCOMPRESSÃO;;08016.021503/2026-07;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775008&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=03fb6b2baa531451a63c066d502b65a5839eb590b6cc5a0f90767067a8eda8ba;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
207;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;46;131534;TANGO 1;;08016.021481/2026-77;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774319&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=fd4d812fe5e94297a776e71ac1a8860ff89a3f19955b112b087477bd02ecd089;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
208;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;47;35713;DIVISÃO DE REABILITAÇÃO;;08016.021253/2026-05;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41758227&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=c1d5709f32beff2f93f4ddd7e177cedfd9d2c484dcf4326adfec697dc8b441de;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
209;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;48;131535;TANGO 2;;08016.021508/2026-21;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775195&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=46c4933bda7756a945968120e6463debba153015854fd52009c319a66b51ce35;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
210;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;49;131536;TANGO 3;;08016.021339/2026-20;;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
211;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;50;131671;BIBLIOTECA;;08016.021482/2026-11;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774346&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=6b780e2c96c6e4fc19976b844126b246af9564a46e675fa59bdedccfacb60ba0;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
212;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;51;131537;TANGO 4;;08016.021342/2026-43;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41764716&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=1043322a4805338e575187f4ecc06759a0632c109e726492e5a86a479eb0bd7a;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
213;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;52;35716;DINT;;08016.021335/2026-41;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41764511&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=495c1df5d199e955a56cad23b9167b65a48242ee45c6009748d2bfb123e3b591;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
214;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;53;131538;P1 TÉRREO;;08016.021502/2026-54;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774963&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=bc449d36a69b380bb405296c42ef6acd72f8caee6b6cf170bfb24c68a20849b2;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
215;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;54;131539;P1 1° ANDAR;;08016.021480/2026-22;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774303&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=fa5f863249895cb93ea4a67880b72b624f80e49ec875f0e91b5f85ddc946811b;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
216;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;55;131540;P2;;08016.021501/2026-18;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774917&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=9abcf69182c20854ebfd1c3a7c449aa9e6406953fc869f8ed9506f5253be3934;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
217;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;56;131541;SALA CHEFE DE PLANTÃO;;08016.021494/2026-46;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774790&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=125361c75927fc9e468389be905f5c92d0e5645c83b087dab57aa6740becfc5c;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
218;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;57;131542;DORMITÓRIO P2;;08016.021494/2026-46;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41774790&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=125361c75927fc9e468389be905f5c92d0e5645c83b087dab57aa6740becfc5c;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
219;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;58;146530;RECPRO-BRADNIP/CGINT;;;;;;;;;PENDENTE_INICIAL;2026-08-31;2026-11-30
220;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;59;135278;MONITORAMENTO;;08016.021515/2026-23;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775482&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=0233032914d2e09e12ebd1d73b560d85524cfee9c994cbab7a08873c6459e8de;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
221;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;60;135279;DINT APOIO;;08016.021514/2026-89;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775414&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=89888d31642989ef07880a45c806c13dccc90f43ec3add1cd315e1920a263986;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
222;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;61;136941;SALA GAEP;;08016.021512/2026-90;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775386&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=d9ea649c23d1f817c720ac15cee50541ff18f078ca563c3b0c84afc111ff50fa;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
223;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;62;136991;ACADEMIA;;08016.021510/2026-09;https://sei.mj.gov.br/sei/controlador.php?acao=procedimento_trabalhar&acao_origem=rel_bloco_protocolo_listar&acao_retorno=rel_bloco_protocolo_listar&id_procedimento=41775276&id_bloco=776233&infra_sistema=100000100&infra_unidade_atual=110002723&infra_hash=40a5d04cc9808b0506be13daea385eb7c9fc15ba79c0638eb920d6c663a47e1c;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
224;10;PFBRA;PENITENCIÁRIA FEDERAL EM BRASÍLIA;PENITENCIARIA_FEDERAL;63;139349;ESTANDE DE TIRO;;08016.021516/2026-78;;;;;;;PROCESSO_AUTUADO;2026-08-31;2026-11-30
